nsec,175372700
nsec,44341700
nsec,26639700
nsec,14734200
nsec,18663600
nsec,8615400
nsec,7490400
nsec,12135100
nsec,13806900
nsec,14652200
nsec,17259500
nsec,56064000
nsec,15928200
nsec,9816900
nsec,18238300
nsec,19144200
nsec,21333000
nsec,20430400
nsec,22514200
nsec,21847100
nsec,23449900
nsec,24849500
nsec,24705100
nsec,41718500
nsec,26630200
nsec,26350500
nsec,26854200
nsec,27835800
nsec,14210500
nsec,14691900
nsec,15101800
nsec,15277600
nsec,15085000
nsec,17227100
nsec,17252600
nsec,57724000
nsec,12162900
nsec,10424100
nsec,12182300
nsec,11333600
nsec,10519300
nsec,29121700
nsec,15935400
nsec,15686800
nsec,16574300
nsec,18863100
nsec,22117700
nsec,38001800
nsec,14451200
nsec,16678300
nsec,15778900
nsec,14647100
nsec,15756800
nsec,17876300
nsec,19206100
nsec,21570700
nsec,30301800
nsec,16346400
nsec,22713900
nsec,22834700
nsec,22677500
nsec,24665700
nsec,23891100
nsec,26226800
nsec,25807900
nsec,27212900
nsec,27107500
nsec,35093200
nsec,15109800
nsec,14156600
nsec,45547200
nsec,11351100
nsec,9887700
nsec,21345800
nsec,19825800
nsec,20298700
nsec,20686400
nsec,24233600
nsec,23405500
nsec,25523000
nsec,27402200
nsec,24520200
nsec,53775400
nsec,15123300
nsec,17678500
nsec,16015000
nsec,17252300
nsec,17922200
nsec,19025300
nsec,22356900
nsec,19501200
nsec,35249800
nsec,10423900
nsec,16589200
nsec,40943200
nsec,13657000
nsec,17690600
nsec,13040000
nsec,9880800
nsec,23865600
nsec,24616500
nsec,25089100
nsec,27018200
nsec,28653100
nsec,12124300
nsec,28247100
nsec,15511600
nsec,24038500
nsec,26521600
nsec,11989400
nsec,10929600
nsec,12161900
nsec,10151700
nsec,21125700
nsec,21434000
nsec,23780600
nsec,21581000
nsec,54559300
nsec,12800000
nsec,12811200
nsec,12750400
nsec,13128900
nsec,15072300
nsec,13318200
nsec,14237500
nsec,16399400
nsec,15888000
nsec,18389000
nsec,16219200
nsec,33696500
nsec,18041800
nsec,20597800
nsec,29480800
nsec,24228100
nsec,11142900
nsec,20721000
nsec,19055900
nsec,26828100
nsec,21033200
nsec,24070600
nsec,22103900
nsec,39869000
nsec,25024900
nsec,25324700
nsec,31450500
nsec,21058000
nsec,25559000
nsec,10800100
nsec,14986600
nsec,17131200
nsec,17876900
nsec,19382600
nsec,50819600
nsec,12037900
nsec,11280100
nsec,12101300
nsec,11751300
nsec,12572100
nsec,12076100
nsec,12977900
nsec,8591200
nsec,22545800
nsec,24057500
nsec,26205700
nsec,54796400
nsec,22593600
nsec,15756400
nsec,15967500
nsec,16501400
nsec,17909400
nsec,18058300
nsec,17497000
nsec,18106700
nsec,20418800
nsec,20825400
nsec,21017200
nsec,38006900
nsec,23451000
nsec,24653500
nsec,23453600
nsec,24450100
nsec,26840300
nsec,10799400
nsec,14501900
nsec,14271400
nsec,12317100
nsec,12695400
nsec,14172600
nsec,42208200
nsec,15124100
nsec,15535800
nsec,7953900
nsec,16901100
nsec,18497300
nsec,18794800
nsec,18238000
nsec,23259800
nsec,20368800
nsec,20571400
nsec,47559100
