127,139,151
124,135,146
120,132,142
121,133,143
121,133,145
123,136,150
121,133,146
122,134,146
120,132,145
120,132,144
120,132,145
117,129,142
119,131,145
116,128,140
112,124,137
115,127,141
113,125,139
113,125,139
112,124,139
113,126,141
114,127,143
114,127,143
115,129,146
115,129,146
115,128,142
114,126,139
112,124,139
114,127,141
113,125,140
114,126,139
115,128,143
115,128,143
115,128,144
113,125,140
113,126,142
114,128,144
113,126,142
114,128,144
111,124,140
111,124,140
114,129,147
113,126,143
111,125,141
113,126,142
111,124,141
113,128,145
114,129,148
115,129,147
112,127,146
112,127,146
114,129,147
116,130,149
114,128,146
111,125,142
112,127,145
113,127,144
110,123,140
111,123,139
110,123,138
111,123,137
110,122,136
112,124,139
110,122,135
112,124,139
109,121,136
113,125,139
109,122,138
110,123,137
112,125,141
112,125,141
112,125,141
111,125,142
112,125,140
110,122,135
109,121,135
109,122,137
113,126,142
112,125,141
112,125,141
112,125,141
109,121,135
112,125,140
112,124,138
113,126,142
115,129,146
113,128,146
116,131,149
113,128,145
111,124,140
113,127,145
113,127,144
116,130,148
114,129,147
115,130,147
112,127,145
117,132,150
114,130,149
114,129,148
113,127,144
108,121,137
112,126,141
112,125,142
117,132,152
106,118,132
112,126,142
115,130,150
116,132,150
116,131,150
117,133,152
116,130,146
114,129,146
116,132,151
118,134,154
116,133,152
116,132,152
115,131,150
117,133,153
116,132,154
119,134,153
114,130,149
116,132,152
116,133,154
117,132,152
113,128,146
119,135,156
117,134,156
118,133,152
120,136,156
115,130,151
116,132,152
113,128,149
116,132,152
114,129,146
111,125,143
111,125,142
114,129,147
113,127,143
116,130,148
116,132,150
116,130,146
112,125,141
113,127,143
117,133,152
114,127,143
109,122,135
112,126,142
116,131,149
115,130,149
117,132,151
117,132,151
113,128,145
112,126,144
115,130,148
115,130,149
115,130,148
116,131,150
112,126,142
110,123,138
111,124,139
112,126,143
111,124,140
114,127,143
111,125,141
111,125,140
115,130,147
116,132,150
118,133,151
114,128,145
113,126,142
111,125,140
111,125,139
114,130,147
112,127,144
114,128,145
113,126,142
114,130,147
114,130,147
114,130,148
113,128,146
113,127,143
113,129,148
113,128,145
114,130,148
115,131,149
115,130,148
116,131,149
115,130,148
115,131,149
115,130,148
116,131,149
116,131,148
117,133,150
118,134,152
116,131,149
118,133,150
114,129,145
116,131,147
112,126,142
112,126,142
112,126,141
111,124,138
112,125,138
115,130,146
112,126,141
112,126,141
111,124,138
110,122,135
109,121,134
113,127,142
109,122,137
109,122,137
109,122,137
113,127,142
111,125,141
114,129,146
113,127,141
110,124,140
111,124,137
114,129,145
114,129,146
114,129,145
114,129,145
119,136,155
119,136,156
121,138,156
117,133,151
114,129,146
119,135,154
112,128,145
118,134,152
114,129,146
118,134,152
114,129,146
114,129,144
116,132,149
115,130,147
117,132,150
114,128,145
112,127,143
112,126,142
111,125,140
112,125,139
115,130,147
116,132,149
119,136,155
115,129,146
114,128,142
112,127,143
115,130,148
114,128,145
115,130,148
116,132,151
116,131,148
112,127,144
115,130,148
112,127,143
118,134,151
113,129,145
118,134,151
118,134,150
114,128,144
114,128,143
114,130,149
113,126,141
113,128,143
119,136,153
114,129,146
115,130,146
111,126,145
116,132,150
117,132,148
113,128,145
119,135,153
116,131,149
117,133,152
117,134,152
116,132,150
115,130,146
115,130,146
114,128,144
118,134,152
114,128,142
113,126,141
114,128,142
115,129,144
113,128,144
117,133,151
112,127,144
114,130,148
116,133,153
115,133,154
115,132,153
114,130,149
117,133,152
116,132,150
114,129,146
117,133,150
116,130,146
115,129,146
114,129,145
117,132,149
119,135,153
119,135,154
118,135,156
120,137,156
118,134,153
120,137,157
115,132,152
115,132,152
116,134,154
119,135,153
119,135,155
116,133,152
117,133,150
121,137,154
117,134,152
120,137,155
115,131,150
116,133,153
119,136,156
120,137,156
116,131,148
115,130,147
116,132,150
116,131,148
117,133,151
114,129,146
118,133,150
115,129,144
113,128,144
116,131,149
118,135,154
116,131,150
115,129,145
114,129,146
114,129,146
115,129,146
114,129,145
115,129,146
115,129,146
116,131,148
118,134,151
113,127,143
117,133,151
114,129,146
113,127,142
109,123,139
116,131,149
120,136,155
115,131,149
114,129,145
116,132,150
118,134,152
117,133,152
114,129,148
115,131,149
115,131,150
116,132,151
115,131,150
114,129,147
118,134,152
118,134,152
118,134,153
114,129,147
116,132,151
117,133,153
118,134,154
118,134,154
118,134,154
120,137,157
115,131,151
116,132,150
118,134,152
115,131,151
117,134,155
117,134,155
115,131,151
117,133,155
120,137,160
119,135,153
114,128,144
115,129,147
112,126,143
115,129,147
110,123,139
119,136,156
115,131,151
116,132,152
115,131,151
115,131,151
113,130,150
119,136,156
117,133,153
119,136,157
120,137,157
119,135,157
118,135,157
115,132,153
119,136,156
118,134,153
116,131,147
117,133,152
118,135,155
117,134,155
123,140,161
120,137,158
118,134,155
118,135,157
119,136,159
117,133,155
117,133,155
121,138,158
120,137,158
120,137,158
124,141,162
121,138,160
120,136,155
113,128,146
116,129,146
115,129,145
114,129,148
116,131,150
116,131,149
120,136,156
117,133,153
119,135,154
122,138,157
121,137,157
116,131,151
117,133,154
118,135,157
121,137,158
116,133,153
120,138,159
118,134,154
114,130,152
119,136,157
116,131,151
120,136,156
118,135,156
116,132,153
119,135,156
120,136,156
118,133,151
118,133,151
112,125,142
114,127,143
110,123,137
112,124,138
112,126,144
112,126,144
116,132,151
115,130,148
114,128,147
118,132,150
115,130,149
117,133,152
112,126,142
111,124,138
111,124,138
111,124,138
112,127,145
116,132,152
116,131,149
116,131,148
113,128,145
113,126,142
113,128,147
112,127,145
114,129,146
113,127,145
114,129,148
114,129,148
114,129,148
116,132,154
118,135,157
118,135,157
116,133,155
119,135,156
118,135,157
119,136,157
116,132,153
114,129,147
118,134,153
114,130,150
113,129,148
116,132,151
114,130,149
114,130,150
115,130,149
115,130,148
116,132,151
116,133,153
117,134,153
113,128,146
117,133,153
116,131,150
116,132,151
117,133,152
115,130,148
115,130,148
115,130,149
120,136,156
114,130,148
116,131,150
118,135,155
117,133,152
117,134,153
114,130,148
116,131,149
116,132,151
116,132,151
115,131,149
115,131,150
116,132,151
116,132,151
120,138,158
