117,134,154
118,134,154
115,131,149
120,137,157
120,138,158
118,135,155
116,133,154
118,135,155
115,130,147
116,132,150
118,135,154
116,131,149
114,130,147
123,141,161
124,143,165
119,137,158
118,135,155
115,131,149
115,131,149
121,138,158
118,135,156
121,138,159
117,134,154
119,136,155
115,131,150
116,131,147
114,130,147
118,134,153
117,134,154
116,131,148
119,136,155
119,136,155
118,135,154
115,131,148
120,138,158
119,137,158
117,134,155
117,135,154
118,134,154
117,133,151
113,128,145
115,131,150
121,138,157
118,136,156
120,138,159
115,132,151
115,130,148
119,136,155
115,131,150
117,133,152
116,132,150
120,136,155
119,137,158
118,135,156
119,137,157
120,138,159
117,133,153
118,135,155
119,137,157
120,138,158
114,131,150
119,137,157
116,134,154
117,135,155
118,136,158
120,137,158
118,136,157
120,138,158
116,133,154
115,132,152
118,135,155
119,136,156
114,131,152
119,135,155
115,130,147
115,130,147
115,130,148
119,136,156
114,130,150
115,132,152
115,132,154
121,139,161
117,134,155
117,134,155
119,137,158
116,134,155
116,133,155
116,133,153
115,131,152
121,139,160
120,138,158
116,133,154
116,133,153
119,138,158
117,134,154
118,135,155
117,135,155
119,137,158
117,134,154
119,137,157
116,133,153
118,134,154
120,137,157
118,135,155
116,133,153
118,136,157
122,139,160
122,139,159
121,138,159
120,137,157
120,138,158
118,135,156
117,135,154
120,138,158
118,135,156
120,137,157
119,137,157
117,134,154
119,136,156
120,137,158
118,135,155
120,137,157
117,134,153
117,134,153
112,129,148
114,131,150
117,134,152
117,133,151
117,133,151
120,137,156
120,137,156
117,134,154
118,135,156
119,136,157
121,138,158
117,135,155
116,132,152
115,131,150
117,133,152
111,127,146
114,130,148
116,133,153
113,129,149
113,127,144
114,129,147
112,126,142
110,124,139
112,126,141
110,124,139
113,128,145
112,127,144
113,128,146
114,130,148
113,129,147
113,128,146
115,130,148
112,127,144
110,124,139
110,124,139
111,126,142
112,126,141
110,123,138
111,126,143
112,127,145
114,129,147
114,129,148
112,128,145
110,125,141
113,128,146
112,126,144
114,130,148
114,130,148
113,128,146
113,128,146
113,128,146
113,128,146
112,127,144
111,125,141
112,127,143
112,126,143
113,128,146
108,122,137
111,125,140
113,128,145
113,128,146
114,129,147
115,131,149
110,124,141
111,124,139
114,129,147
115,131,149
113,129,147
113,129,147
115,130,149
115,131,152
113,130,149
117,133,153
113,129,147
111,125,142
110,124,140
111,124,139
112,127,143
113,128,146
110,124,140
111,124,139
112,127,144
114,128,146
113,128,146
114,130,149
113,128,147
110,125,142
111,125,141
111,125,141
110,123,138
111,125,141
112,126,143
112,126,144
114,130,149
114,129,148
113,128,146
114,129,148
111,126,144
113,129,149
117,134,153
115,131,151
118,134,154
114,130,150
114,129,147
112,127,145
112,125,142
110,124,139
113,128,146
115,130,150
116,132,152
118,135,155
116,132,152
117,133,154
115,131,149
112,127,144
110,124,140
110,123,139
109,122,136
109,122,138
109,123,140
111,125,142
115,131,151
119,135,156
116,133,154
111,126,146
115,131,151
118,134,155
113,128,147
112,128,147
115,131,150
115,131,150
114,130,149
115,131,151
113,130,150
115,131,150
115,131,151
116,133,153
114,131,151
121,139,160
117,135,157
118,135,157
116,132,154
118,135,157
112,129,150
113,129,150
119,135,156
115,132,153
116,133,154
115,130,149
114,129,147
113,129,148
114,129,148
116,132,152
113,128,146
113,128,147
115,131,151
117,134,156
116,133,155
119,136,157
117,133,154
120,137,157
116,134,155
117,134,156
117,133,153
110,123,139
111,125,141
109,122,137
109,122,137
108,121,135
111,125,141
110,123,140
111,125,141
109,122,137
108,121,136
109,122,136
109,122,137
109,123,139
108,121,136
111,125,141
110,123,139
110,123,139
109,122,137
108,121,136
110,123,138
110,123,140
109,122,137
110,123,140
111,126,143
114,129,148
115,131,150
113,128,147
114,130,148
110,123,140
109,122,137
108,121,136
110,124,140
108,121,136
108,122,138
108,121,136
109,122,138
107,121,136
109,122,138
113,128,145
112,128,147
110,124,142
111,126,143
115,131,151
115,132,152
116,132,153
113,129,149
114,129,147
115,131,151
116,133,152
115,131,151
116,132,152
115,132,153
116,133,154
115,132,152
115,132,152
117,134,153
112,127,144
112,127,145
112,129,148
114,131,150
115,130,147
112,127,145
113,128,146
111,125,142
115,131,150
112,126,143
110,124,139
111,124,139
109,122,138
109,123,138
112,127,143
114,130,147
112,126,142
113,128,145
111,126,145
114,130,149
115,132,152
115,132,151
115,131,151
115,132,151
112,128,148
116,133,151
114,130,149
115,132,152
117,133,152
116,132,151
116,132,152
116,133,152
115,131,149
114,129,146
112,127,143
110,124,141
112,127,145
113,129,147
113,128,146
109,123,138
112,127,144
112,127,146
112,128,146
109,123,140
109,123,139
111,124,140
111,124,140
111,126,143
108,123,140
112,128,146
110,125,141
108,122,138
109,123,137
107,120,136
109,123,139
108,122,137
113,127,144
112,128,145
112,128,145
112,128,145
112,128,146
118,136,156
117,134,155
117,134,152
114,131,150
115,131,150
119,137,157
118,136,156
115,132,150
115,130,148
118,135,154
116,132,152
116,132,152
113,128,145
115,130,148
112,125,140
114,128,143
116,131,147
115,128,141
116,129,142
117,130,142
116,129,141
117,130,143
117,131,146
118,132,148
120,135,152
120,135,153
120,135,151
118,132,147
119,134,150
118,132,147
118,132,148
122,137,154
118,132,147
118,133,148
122,136,151
118,132,146
121,134,147
119,132,145
120,134,148
120,133,147
120,132,144
119,131,143
119,132,144
118,131,144
119,132,143
121,134,146
120,133,144
122,135,145
125,138,151
124,136,147
126,139,150
125,137,146
126,138,147
128,141,151
128,140,151
130,142,154
127,139,148
131,144,157
132,145,157
131,144,157
131,144,156
129,142,153
132,146,160
129,142,155
128,141,155
128,142,155
129,143,158
130,143,156
126,140,155
126,140,154
126,140,154
125,139,154
125,138,150
125,138,150
124,136,145
125,138,151
127,140,152
129,143,158
130,144,158
126,140,152
127,140,152
129,144,158
130,143,155
130,143,156
127,140,151
127,138,148
126,138,150
125,138,149
124,137,149
